lakeid,year4,sampledate,sta,depth_range,division,taxa_name,gald,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,relative_total_biovolume,genus
MO,2008,8/5/2008,,0-2m,Chlorophyta,Phacotus lendneri,16,1,37.8654,37.8654,3863.7434,0.0039,0.00037884,Phacotus
MO,2008,8/5/2008,,0-2m,Chlorophyta,Pyramichlamys dissecta,16,1,37.8654,37.8654,15861.0194,0.0159,0.00155517,Pyramichlamys
MO,2008,8/5/2008,,0-2m,Chlorophyta,Selenastrum minutum ,8,1,75.7308,75.7308,8012.121,0.008,0.00078559,Selenastrum
MO,2008,8/5/2008,,0-2m,Chlorophyta,Sphaerocystis schroeteri ,24,10,5.4862,54.8617,1838.4327,0.0018,0.00018026,Sphaerocystis
MO,2008,8/5/2008,,0-2m,Cryptophyta,Cryptomonas erosa ,12,1,37.8654,37.8654,7613.2885,0.0076,0.00074648,Cryptomonas
MO,2008,8/5/2008,,0-2m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,7,1,492.2502,492.2502,15464.4816,0.0155,0.00151629,Rhodomonas
MO,2008,8/5/2008,,0-2m,Cyanophyta,Chroococcaceae,0.6,1,19505.5498,19505.5498,2206.0777,0.0022,0.00021631,
MO,2008,8/5/2008,,0-2m,Cyanophyta,Anabaena crassa,40,6,5.4862,32.917,7964.0908,0.008,0.00078088,Anabaena
MO,2008,8/5/2008,,0-2m,Cyanophyta,Aphanizomenon flos-aquae,147.6,24.6,3900.1358,95943.3414,7233957.503,7.234,0.70928904,Aphanizomenon
MO,2008,8/5/2008,,0-2m,Cyanophyta,Aphanizomenon issatschenkoi,84,14,37.8654,530.1155,22482.9956,0.0225,0.00220446,Aphanizomenon
MO,2008,8/5/2008,,0-2m,Cyanophyta,Aphanocapsa delicatissima ,25,41.25,738.3752,30457.9782,15947.7236,0.0159,0.00156367,Aphanocapsa
MO,2008,8/5/2008,,0-2m,Cyanophyta,Aphanothece nidulans ,40,20,37.8654,757.3079,793.0529,0.0008,0.00007776,Aphanothece
MO,2008,8/5/2008,,0-2m,Cyanophyta,Coelosphaerium naegelianum ,5,1,227.1924,227.1924,5353.0841,0.0054,0.00052487,Woronichinia
MO,2008,8/5/2008,,0-2m,Cyanophyta,Coelosphaerium naegelianum ,80,200,5.4862,1097.2338,25852.9618,0.0259,0.00253488,Woronichinia
MO,2008,8/5/2008,,0-2m,Cyanophyta,Cylindrospermopsis raciborskii ,160,16,37.8654,605.8463,19033.2232,0.019,0.00186621,Cylindrospermopsis
MO,2008,8/5/2008,,0-2m,Cyanophyta,Gomphosphaeria lacustris ,10,10,37.8654,378.654,2379.1548,0.0024,0.00023328,Gomphosphaeria
MO,2008,8/5/2008,,0-2m,Cyanophyta,Merismopedia warmingiana,20,46.6667,151.4616,7068.2124,925.2334,0.0009,0.00009072,Merismopedia
MO,2008,8/5/2008,,0-2m,Cyanophyta,Microcystis aeruginosa ,34.1818,21.9091,2896.7028,63464.1518,1966483.487,1.9665,0.19281357,Microcystis
MO,2008,8/5/2008,,0-2m,Cyanophyta,Microcystis aeruginosa ,4.2,1,18175.3903,18175.3903,725165.3559,0.7252,0.07110241,Microcystis
MO,2008,8/5/2008,,0-2m,Cyanophyta,Microcystis wesenbergii,120,60,5.4862,329.1701,37228.2646,0.0372,0.00365023,Microcystis
MO,2008,8/5/2008,,0-2m,Cyanophyta,Oscillatoria limnetica ,52,17.3333,189.327,3281.6614,15167.0981,0.0152,0.00148713,Pseudanabaena
MO,2008,8/5/2008,,0-2m,Cyanophyta,Phormidium mucicola,9,3,965.5676,2896.7028,15356.6769,0.0154,0.00150572,Pseudanabaena
MO,2008,8/5/2008,,0-2m,Cyanophyta,Synechococcus elongatus ,2,1,454.3848,454.3848,475.8317,0.0005,0.00004666,Synechococcus
MO,2008,8/5/2008,,0-2m,Cyanophyta,Synechococcus sp1 ,1.2,1,14372.5104,14372.5104,5779.1864,0.0058,0.00056665,Synechococcus
MO,2008,8/5/2008,,0-2m,Cyanophyta,Synechocystis  ,1.5,1,681.5771,681.5771,1204.415,0.0012,0.00011809,Synechocystis
ME,2008,8/18/2008,,0-8m,Bacillariophyta,Nitzschia palea ,17,1,100.9744,100.9744,10785.4987,0.0108,0.00091562,Nitzschia
ME,2008,8/18/2008,,0-8m,Bacillariophyta,Stephanodiscus parvus ,6,1,50.4872,50.4872,4282.4754,0.0043,0.00036355,Stephanodiscus
ME,2008,8/18/2008,,0-8m,Chlorophyta,Chlamydomonas  ,4,1,50.4872,50.4872,1526.8893,0.0015,0.00012962,Chlamydomonas
ME,2008,8/18/2008,,0-8m,Chlorophyta,Oocystis parva ,10,4,50.4872,201.9488,10151.0514,0.0102,0.00086176,Oocystis
ME,2008,8/18/2008,,0-8m,Chlorophyta,Schroederia judayi ,24,1,109.7234,109.7234,9927.5407,0.0099,0.00084278,Schroederia
ME,2008,8/18/2008,,0-8m,Cryptophyta,Cryptomonas erosa ,16,1,109.7234,109.7234,29414.9282,0.0294,0.00249713,Cryptomonas
ME,2008,8/18/2008,,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,8,1,151.4616,151.4616,5075.5232,0.0051,0.00043088,Rhodomonas
ME,2008,8/18/2008,,0-8m,Cyanophyta,Chroococcaceae,0.8,1,83497.4412,83497.4412,22385.664,0.0224,0.00190039,
ME,2008,8/18/2008,,0-8m,Cyanophyta,Aphanizomenon flos-aquae,121.0667,20.1778,4644.822,93722.2885,7066486.278,7.0665,0.59989776,Aphanizomenon
ME,2008,8/18/2008,,0-8m,Cyanophyta,Aphanocapsa delicatissima ,18,31.75,1893.2698,60111.3168,31474.2855,0.0315,0.00267196,Aphanocapsa
ME,2008,8/18/2008,,0-8m,Cyanophyta,Aphanothece nidulans ,12,8,100.9744,807.7951,845.9231,0.0008,0.00007181,Aphanothece
ME,2008,8/18/2008,,0-8m,Cyanophyta,Chroococcus minutus ,11,2,605.8463,1211.6927,68519.5855,0.0685,0.00581686,Chroococcus
ME,2008,8/18/2008,,0-8m,Cyanophyta,Cyanocatena planctonica,10.4,7,1095.0484,7665.3389,2014.013,0.002,0.00017098,Cyanocatena
ME,2008,8/18/2008,,0-8m,Cyanophyta,Cyanogranis ferruginea,10.6667,10,2190.0968,21900.9682,6975.4584,0.007,0.00059217,Cyanogranis
ME,2008,8/18/2008,,0-8m,Cyanophyta,Merismopedia warmingiana,14,28,1110.7183,31100.1122,4071.0047,0.0041,0.0003456,Merismopedia
ME,2008,8/18/2008,,0-8m,Cyanophyta,Microcystis aeruginosa ,56.125,31.25,2827.2829,88352.5916,3434809.769,3.4348,0.29159254,Microcystis
ME,2008,8/18/2008,,0-8m,Cyanophyta,Microcystis aeruginosa ,5,1,14540.3122,14540.3122,1027793.601,1.0278,0.08725285,Microcystis
ME,2008,8/18/2008,,0-8m,Cyanophyta,Oscillatoria limnetica ,54,13.5,151.4616,2044.7314,14453.3581,0.0145,0.00122699,Pseudanabaena
ME,2008,8/18/2008,,0-8m,Cyanophyta,Phormidium mucicola,13.6667,4.5556,1464.1287,6669.9845,15715.6642,0.0157,0.00133416,Pseudanabaena
ME,2008,8/18/2008,,0-8m,Cyanophyta,Synechococcus elongatus ,3,1,1363.1543,1363.1543,2141.2427,0.0021,0.00018178,Synechococcus
ME,2008,8/18/2008,,0-8m,Cyanophyta,Synechococcus sp1 ,1.2,1,17794.5367,17794.5367,7155.1832,0.0072,0.00060743,Synechococcus
ME,2008,8/18/2008,,0-8m,Cyanophyta,Synechocystis  ,1.5,1,1969.0006,1969.0006,3479.421,0.0035,0.00029538,Synechocystis
MO,2008,8/18/2008,,0-2m,Bacillariophyta,Nitzschia palea ,16,1,100.9744,100.9744,10151.0564,0.0102,0.00148664,Nitzschia
MO,2008,8/18/2008,,0-2m,Bacillariophyta,Synedra filiformis,100,1,50.4872,50.4872,45438.4757,0.0454,0.00665455,Synedra
MO,2008,8/18/2008,,0-2m,Chlorophyta,Chlamydomonas  ,5,1,201.9488,201.9488,12354.6811,0.0124,0.00180937,Chlamydomonas
MO,2008,8/18/2008,,0-2m,Chlorophyta,Dictyosphaerium pulchellum ,20,8,50.4872,403.8976,5634.0883,0.0056,0.00082512,Dictyosphaerium
MO,2008,8/18/2008,,0-2m,Chlorophyta,Monoraphidium capricornutum,4,1,50.4872,50.4872,394.3454,0.0004,0.00005775,Monoraphidium
MO,2008,8/18/2008,,0-2m,Chlorophyta,Oocystis parva ,12,4,50.4872,201.9488,4758.3071,0.0048,0.00069686,Oocystis
MO,2008,8/18/2008,,0-2m,Chlorophyta,Phacotus lendneri,12,1,100.9744,100.9744,10303.3157,0.0103,0.00150894,Phacotus
MO,2008,8/18/2008,,0-2m,Chlorophyta,Pyramichlamys dissecta,16,1,100.9744,100.9744,42296.0517,0.0423,0.00619434,Pyramichlamys
MO,2008,8/18/2008,,0-2m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,8,1,706.8207,706.8207,23685.7748,0.0237,0.00346883,Rhodomonas
MO,2008,8/18/2008,,0-2m,Cyanophyta,Chroococcaceae,0.8,1,54752.4205,54752.4205,14679.1239,0.0147,0.00214979,
MO,2008,8/18/2008,,0-2m,Cyanophyta,Anabaena macrospora ,190,31.6667,100.9744,3197.5257,273972.6926,0.274,0.04012382,Anabaena
MO,2008,8/18/2008,,0-2m,Cyanophyta,Anabaena mendotae,64,27,14.6298,395.0042,16545.8961,0.0165,0.00242318,Anabaena
MO,2008,8/18/2008,,0-2m,Cyanophyta,Aphanizomenon flos-aquae,88.3333,14.7222,403.8976,5946.2607,448338.1678,0.4483,0.06565998,Aphanizomenon
MO,2008,8/18/2008,,0-2m,Cyanophyta,Aphanizomenon gracile,160,26.6667,50.4872,1346.3269,25377.631,0.0254,0.0037166,Aphanizomenon
MO,2008,8/18/2008,,0-2m,Cyanophyta,Aphanizomenon issatschenkoi,105.1111,17.5185,504.872,8844.5993,425339.6752,0.4253,0.0622918,Aphanizomenon
MO,2008,8/18/2008,,0-2m,Cyanophyta,Aphanocapsa delicatissima ,36.6667,45.3333,1262.1799,57218.7791,29959.7327,0.03,0.00438766,Aphanocapsa
MO,2008,8/18/2008,,0-2m,Cyanophyta,Aphanothece nidulans ,20,16,50.4872,807.7951,845.9231,0.0008,0.00012389,Aphanothece
MO,2008,8/18/2008,,0-2m,Cyanophyta,Coelosphaerium naegelianum ,5,1,353.4104,353.4104,8327.0197,0.0083,0.00121951,Woronichinia
MO,2008,8/18/2008,,0-2m,Cyanophyta,Coelosphaerium naegelianum ,100,95,14.6298,1389.8294,32747.0853,0.0327,0.00479587,Woronichinia
MO,2008,8/18/2008,,0-2m,Cyanophyta,Cyanocatena planctonica,40,20,50.4872,1009.7439,202.8172,0.0002,0.0000297,Cyanocatena
MO,2008,8/18/2008,,0-2m,Cyanophyta,Cyanogranis ferruginea,8,8,1095.0484,8760.3873,2301.7918,0.0023,0.0003371,Cyanogranis
MO,2008,8/18/2008,,0-2m,Cyanophyta,Cylindrospermopsis raciborskii ,134.4,13.44,959.2567,12892.4102,522180.5022,0.5222,0.07647433,Cylindrospermopsis
MO,2008,8/18/2008,,0-2m,Cyanophyta,Lyngbya limnetica ,114.2,32.5333,2978.7445,96908.389,228335.363,0.2283,0.03344015,Lyngbya
MO,2008,8/18/2008,,0-2m,Cyanophyta,Merismopedia tenuissima ,20,16,50.4872,807.7951,845.9231,0.0008,0.00012389,Merismopedia
MO,2008,8/18/2008,,0-2m,Cyanophyta,Merismopedia warmingiana,14.8571,29.7143,2322.411,69008.8165,9033.2497,0.009,0.00132294,Merismopedia
MO,2008,8/18/2008,,0-2m,Cyanophyta,Microcystis aeruginosa ,73.4545,38.6364,1615.5902,62420.591,2582981.613,2.583,0.37828256,Microcystis
MO,2008,8/18/2008,,0-2m,Cyanophyta,Microcystis aeruginosa ,4.1667,1,20295.8525,20295.8525,788161.0162,0.7882,0.11542768,Microcystis
MO,2008,8/18/2008,,0-2m,Cyanophyta,Oscillatoria limnetica ,84.2,21.05,4543.8476,95647.9913,676095.8917,0.6761,0.09901553,Pseudanabaena
MO,2008,8/18/2008,,0-2m,Cyanophyta,Phormidium mucicola,10,3.3333,656.3335,2187.7566,5154.8436,0.0052,0.00075494,Pseudanabaena
MO,2008,8/18/2008,,0-2m,Cyanophyta,Planktothrix agardhii,390,97.5,201.9488,19690.0061,556721.8166,0.5567,0.08153297,Planktothrix
MO,2008,8/18/2008,,0-2m,Cyanophyta,Synechococcus elongatus ,3,1,6815.7713,6815.7713,10706.2136,0.0107,0.00156795,Synechococcus
MO,2008,8/18/2008,,0-2m,Cyanophyta,Synechococcus sp1 ,1.2,1,35589.0733,35589.0733,14310.3664,0.0143,0.00209578,Synechococcus
ME,2008,9/5/2008,,0-8m,Bacillariophyta,Cyclotella ocellata ,8,1,37.8654,37.8654,7613.2885,0.0076,0.00309024,Cyclotella
ME,2008,9/5/2008,,0-8m,Bacillariophyta,Synedra filiformis,96,1,37.8654,37.8654,58161.2489,0.0582,0.02360767,Synedra
ME,2008,9/5/2008,,0-8m,Chlorophyta,Actinastrum hantzschii ,40,4,37.8654,151.4616,5075.527,0.0051,0.00206016,Actinastrum
ME,2008,9/5/2008,,0-8m,Chlorophyta,Closterium moniliferum ,56,1,5.4862,5.4862,1648.7616,0.0016,0.00066923,Closterium
ME,2008,9/5/2008,,0-8m,Chlorophyta,Crucigenia crucifera ,20,12,5.4862,65.834,918.2974,0.0009,0.00037274,Crucigenia
ME,2008,9/5/2008,,0-8m,Chlorophyta,Scenedesmus abundans ,12,2,75.7308,151.4616,1268.8846,0.0013,0.00051504,Scenedesmus
ME,2008,9/5/2008,,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,7,1,454.3848,454.3848,15226.5695,0.0152,0.00618047,Rhodomonas
ME,2008,9/5/2008,,0-8m,Cyanophyta,Chroococcaceae,0.8,1,98554.3568,98554.3568,26422.4231,0.0264,0.01072487,
ME,2008,9/5/2008,,0-8m,Cyanophyta,Anabaena circinalis ,60,12,37.8654,454.3848,29501.9716,0.0295,0.01197486,Anabaena
ME,2008,9/5/2008,,0-8m,Cyanophyta,Aphanizomenon flos-aquae,130,21.6667,378.654,8204.1818,618579.7934,0.6186,0.25108175,Aphanizomenon
ME,2008,9/5/2008,,0-8m,Cyanophyta,Aphanocapsa delicatissima ,18,31.2,2612.7124,81516.6253,42682.0528,0.0427,0.01732466,Aphanocapsa
ME,2008,9/5/2008,,0-8m,Cyanophyta,Aphanocapsa elachista ,21,25,37.8654,946.6349,1672.8402,0.0017,0.00067901,Aphanocapsa
ME,2008,9/5/2008,,0-8m,Cyanophyta,Chroococcus minutus ,10.6667,2,454.3848,908.7695,51389.6891,0.0514,0.02085909,Chroococcus
ME,2008,9/5/2008,,0-8m,Cyanophyta,Coelosphaerium naegelianum ,4,1,227.1924,227.1924,4282.4855,0.0043,0.00173826,Woronichinia
ME,2008,9/5/2008,,0-8m,Cyanophyta,Cyanogranis ferruginea,9.6,8,3079.8237,24638.5892,9907.7927,0.0099,0.00402158,Cyanogranis
ME,2008,9/5/2008,,0-8m,Cyanophyta,Merismopedia warmingiana,11.3333,11.3333,1363.1543,15449.0363,2022.2394,0.002,0.00082083,Merismopedia
ME,2008,9/5/2008,,0-8m,Cyanophyta,Microcystis aeruginosa ,4.5,1,9769.2723,9769.2723,498730.1416,0.4987,0.20243473,Microcystis
ME,2008,9/5/2008,,0-8m,Cyanophyta,Microcystis aeruginosa ,55,37.6,833.0387,31322.2559,1049618.875,1.0496,0.42604065,Microcystis
ME,2008,9/5/2008,,0-8m,Cyanophyta,Oscillatoria limnetica ,58.5,14.625,151.4616,2215.1257,15657.7958,0.0157,0.0063555,Pseudanabaena
ME,2008,9/5/2008,,0-8m,Cyanophyta,Phormidium mucicola,10.5,3.5,340.7886,1192.76,2810.3811,0.0028,0.00114073,Pseudanabaena
ME,2008,9/5/2008,,0-8m,Cyanophyta,Synechococcus elongatus ,2.5,1,227.1924,227.1924,297.3948,0.0003,0.00012071,Synechococcus
ME,2008,9/5/2008,,0-8m,Cyanophyta,Synechococcus sp1 ,1.2,1,45170.7469,45170.7469,18163.1573,0.0182,0.00737243,Synechococcus
ME,2008,9/5/2008,,0-8m,Cyanophyta,Synechocystis  ,1.5,1,1135.9619,1135.9619,2007.3583,0.002,0.00081479,Synechocystis
MO,2008,9/5/2008,,0-2m,Bacillariophyta,Nitzschia palea ,20,1,7.3149,7.3149,919.2164,0.0009,0.00026816,Nitzschia
MO,2008,9/5/2008,,0-2m,Bacillariophyta,Synedra filiformis,60,1,7.3149,7.3149,3950.0416,0.004,0.00115234,Synedra
MO,2008,9/5/2008,,0-2m,Chlorophyta,Actinastrum hantzschii ,40,8,50.4872,403.8976,7613.2873,0.0076,0.00222102,Actinastrum
MO,2008,9/5/2008,,0-2m,Chlorophyta,Oocystis parva ,20,4,7.3149,29.2596,3830.0686,0.0038,0.00111734,Oocystis
MO,2008,9/5/2008,,0-2m,Chlorophyta,Phacotus lendneri,14,1,50.4872,50.4872,5151.6579,0.0052,0.00150289,Phacotus
MO,2008,9/5/2008,,0-2m,Chlorophyta,Pyramichlamys dissecta,16,1,7.3149,7.3149,3064.0546,0.0031,0.00089387,Pyramichlamys
MO,2008,9/5/2008,,0-2m,Chrysophyta,Erkenia subaequiciliata ,4,1,100.9744,100.9744,3053.7786,0.0031,0.00089088,Erkenia
MO,2008,9/5/2008,,0-2m,Chrysophyta,Mallomonas  ,20,1,50.4872,50.4872,76132.898,0.0761,0.02221017,Mallomonas
MO,2008,9/5/2008,,0-2m,Cryptophyta,Cryptomonas erosa ,11,1,100.9744,100.9744,18610.2668,0.0186,0.00542915,Cryptomonas
MO,2008,9/5/2008,,0-2m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,7.3333,1,252.436,252.436,10243.5742,0.0102,0.00298835,Rhodomonas
MO,2008,9/5/2008,,0-2m,Cyanophyta,Chroococcaceae,0.8,1,34220.2628,34220.2628,9174.4525,0.0092,0.00267645,
MO,2008,9/5/2008,,0-2m,Cyanophyta,Anabaena macrospora ,96,19.2,7.3149,140.4459,5882.9849,0.0059,0.00171624,Anabaena
MO,2008,9/5/2008,,0-2m,Cyanophyta,Aphanizomenon gracile,146.6667,24.4444,353.4104,8638.9044,162839.7989,0.1628,0.04750507,Aphanizomenon
MO,2008,9/5/2008,,0-2m,Cyanophyta,Aphanizomenon issatschenkoi,120.8,20.1333,302.9232,6098.8431,391894.0996,0.3919,0.11432683,Aphanizomenon
MO,2008,9/5/2008,,0-2m,Cyanophyta,Aphanizomenon ovalisporum,320,53.3333,50.4872,2692.6487,245655.48,0.2457,0.0716648,Aphanizomenon
MO,2008,9/5/2008,,0-2m,Cyanophyta,Aphanocapsa delicatissima ,20.5,18,201.9488,3635.0781,1903.3269,0.0019,0.00055526,Aphanocapsa
MO,2008,9/5/2008,,0-2m,Cyanophyta,Aphanothece nidulans ,40,120,50.4872,6058.4634,6344.4077,0.0063,0.00185085,Aphanothece
MO,2008,9/5/2008,,0-2m,Cyanophyta,Cylindrospermopsis raciborskii ,118.7273,11.8727,706.8207,8391.8705,164194.0321,0.1642,0.04790014,Cylindrospermopsis
MO,2008,9/5/2008,,0-2m,Cyanophyta,Lyngbya limnetica ,104,25.4667,8860.5028,225647.7655,531669.1515,0.5317,0.15510325,Lyngbya
MO,2008,9/5/2008,,0-2m,Cyanophyta,Merismopedia warmingiana,10,24,50.4872,1211.6927,158.6106,0.0002,0.00004627,Merismopedia
MO,2008,9/5/2008,,0-2m,Cyanophyta,Microcystis aeruginosa ,4.2,1,6512.8482,6512.8482,259850.9192,0.2599,0.07580602,Microcystis
MO,2008,9/5/2008,,0-2m,Cyanophyta,Microcystis aeruginosa ,24.8571,16.7143,656.3335,10970.1556,358530.7928,0.3585,0.10459379,Microcystis
MO,2008,9/5/2008,,0-2m,Cyanophyta,Oscillatoria limnetica ,97.6364,24.4091,1817.539,44364.4919,313594.0033,0.3136,0.09148443,Pseudanabaena
MO,2008,9/5/2008,,0-2m,Cyanophyta,Phormidium mucicola,9,3,100.9744,302.9232,713.7476,0.0007,0.00020822,Pseudanabaena
MO,2008,9/5/2008,,0-2m,Cyanophyta,Planktothrix agardhii,257,64.25,454.3848,29194.2206,825447.1629,0.8254,0.24080679,Planktothrix
MO,2008,9/5/2008,,0-2m,Cyanophyta,Synechococcus elongatus ,3,1,605.8463,605.8463,951.6634,0.001,0.00027763,Synechococcus
MO,2008,9/5/2008,,0-2m,Cyanophyta,Synechococcus sp1 ,1.2,1,36957.8838,36957.8838,14860.7651,0.0149,0.00433531,Synechococcus
MO,2008,9/5/2008,,0-2m,Cyanophyta,Synechocystis  ,1.5,1,908.7695,908.7695,1605.8866,0.0016,0.00046848,Synechocystis
ME,2008,9/29/2008,,0-8m,Bacillariophyta,Nitzschia palea ,16,1,56.7981,56.7981,5709.9692,0.0057,0.00146121,Nitzschia
ME,2008,9/29/2008,,0-8m,Chlorophyta,Monoraphidium arcuatum,30,1,56.7981,56.7981,1880.1873,0.0019,0.00048115,Monoraphidium
ME,2008,9/29/2008,,0-8m,Chlorophyta,Dictyosphaerium pulchellum ,40,24,56.7981,1363.1543,41225.9655,0.0412,0.01054993,Dictyosphaerium
ME,2008,9/29/2008,,0-8m,Chlorophyta,Pyramichlamys dissecta,16,1,5.4862,5.4862,2298.0409,0.0023,0.00058808,Pyramichlamys
ME,2008,9/29/2008,,0-8m,Chlorophyta,Scenedesmus  ,12,4,5.4862,21.9447,735.3732,0.0007,0.00018819,Scenedesmus
ME,2008,9/29/2008,,0-8m,Cryptophyta,Cryptomonas erosa ,14,1,10.9723,10.9723,2573.8065,0.0026,0.00065865,Cryptomonas
ME,2008,9/29/2008,,0-8m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,6,1,283.9905,283.9905,8327.0267,0.0083,0.00213093,Rhodomonas
ME,2008,9/29/2008,,0-8m,Cyanophyta,Chroococcaceae,0.8,1,82128.6307,82128.6307,22018.6859,0.022,0.00563469,
ME,2008,9/29/2008,,0-8m,Cyanophyta,Anabaena augstumalis,240,52,10.9723,570.5616,23899.6267,0.0239,0.00611604,Anabaena
ME,2008,9/29/2008,,0-8m,Cyanophyta,Anabaena circinalis ,80,16,10.9723,175.5574,11307.0972,0.0113,0.00289354,Anabaena
ME,2008,9/29/2008,,0-8m,Cyanophyta,Aphanizomenon flos-aquae,112.4,18.7333,511.1829,9576.1417,722025.3812,0.722,0.18476995,Aphanizomenon
ME,2008,9/29/2008,,0-8m,Cyanophyta,Aphanocapsa delicatissima ,15,21.6,4600.6457,99373.9463,52031.9222,0.052,0.01331523,Aphanocapsa
ME,2008,9/29/2008,,0-8m,Cyanophyta,Aphanothece nidulans ,20,45,56.7981,2555.9143,2676.5477,0.0027,0.00068494,Aphanothece
ME,2008,9/29/2008,,0-8m,Cyanophyta,Chroococcus minutus ,12,2,908.7695,1817.539,102779.3783,0.1028,0.02630176,Chroococcus
ME,2008,9/29/2008,,0-8m,Cyanophyta,Coelosphaerium naegelianum ,120,130,56.7981,7383.7523,173975.5626,0.174,0.04452123,Woronichinia
ME,2008,9/29/2008,,0-8m,Cyanophyta,Coelosphaerium naegelianum ,5,1,511.1829,511.1829,12044.4392,0.012,0.00308223,Woronichinia
ME,2008,9/29/2008,,0-8m,Cyanophyta,Cyanocatena planctonica,8,10,1231.9295,12319.2946,3236.8947,0.0032,0.00082834,Cyanocatena
ME,2008,9/29/2008,,0-8m,Cyanophyta,Cyanogranis ferruginea,5.6,7.3333,4106.4315,30113.6944,10201.6079,0.0102,0.00261064,Cyanogranis
ME,2008,9/29/2008,,0-8m,Cyanophyta,Merismopedia warmingiana,22,34,340.7886,11586.8113,1516.7136,0.0015,0.00038813,Merismopedia
ME,2008,9/29/2008,,0-8m,Cyanophyta,Microcystis aeruginosa ,4.2,1,11757.2056,11757.2056,487559.5581,0.4876,0.12476896,Microcystis
ME,2008,9/29/2008,,0-8m,Cyanophyta,Microcystis aeruginosa ,38.8333,26.25,2499.1162,65601.7992,2133783.115,2.1338,0.54604589,Microcystis
ME,2008,9/29/2008,,0-8m,Cyanophyta,Microcystis wesenbergii,200,150,5.4862,822.9253,53860.3366,0.0539,0.01378313,Microcystis
ME,2008,9/29/2008,,0-8m,Cyanophyta,Phormidium mucicola,10,3.3333,3237.4914,10791.5301,25427.2574,0.0254,0.00650696,Pseudanabaena
ME,2008,9/29/2008,,0-8m,Cyanophyta,Synechococcus sp1 ,1.2,1,16425.7261,16425.7261,6604.7845,0.0066,0.0016902,Synechococcus
MO,2008,9/29/2008,,0-2m,Bacillariophyta,Aulacoseira granulata ,160,5.3333,10.9723,58.5188,49637.6862,0.0496,0.00895959,Aulacoseira
MO,2008,9/29/2008,,0-2m,Bacillariophyta,Nitzschia palea ,24,1,113.5962,113.5962,17129.8964,0.0171,0.00309194,Nitzschia
MO,2008,9/29/2008,,0-2m,Chlorophyta,Chlorococcaceae,4,1,28.399,28.399,951.6606,0.001,0.00017177,
MO,2008,9/29/2008,,0-2m,Chlorophyta,Chlamydomonas  ,5.6667,1,198.7933,198.7933,14636.2186,0.0146,0.00264183,Chlamydomonas
MO,2008,9/29/2008,,0-2m,Chlorophyta,Dictyosphaerium pulchellum ,20,4,28.399,113.5962,3435.4981,0.0034,0.00062011,Dictyosphaerium
MO,2008,9/29/2008,,0-2m,Chrysophyta,Erkenia subaequiciliata ,4,1,283.9905,283.9905,8588.7523,0.0086,0.00155027,Erkenia
MO,2008,9/29/2008,,0-2m,Cryptophyta,Cryptomonas erosa ,13.6,1,170.3943,170.3943,63095.146,0.0631,0.01138865,Cryptomonas
MO,2008,9/29/2008,,0-2m,Cryptophyta,Rhodomonas minuta var. nannoplanctica,7.3333,1,227.1924,227.1924,7613.2848,0.0076,0.0013742,Rhodomonas
MO,2008,9/29/2008,,0-2m,Cyanophyta,Chroococcaceae,0.8,1,15399.1183,15399.1183,4128.5036,0.0041,0.00074519,
MO,2008,9/29/2008,,0-2m,Cyanophyta,Anabaena mendotae,40,16,28.399,454.3848,35687.2964,0.0357,0.00644155,Anabaena
MO,2008,9/29/2008,,0-2m,Cyanophyta,Aphanizomenon flos-aquae,120,20,5.4862,109.7234,8272.9479,0.0083,0.00149326,Aphanizomenon
MO,2008,9/29/2008,,0-2m,Cyanophyta,Aphanizomenon gracile,80,13.3333,56.7981,757.306,32118.5671,0.0321,0.00579739,Aphanizomenon
MO,2008,9/29/2008,,0-2m,Cyanophyta,Aphanizomenon issatschenkoi,124,20.6667,28.399,586.9146,6222.9725,0.0062,0.00112324,Aphanizomenon
MO,2008,9/29/2008,,0-2m,Cyanophyta,Coelosphaerium naegelianum ,5,1,56.7981,56.7981,1338.271,0.0013,0.00024156,Woronichinia
MO,2008,9/29/2008,,0-2m,Cyanophyta,Cylindrospermopsis raciborskii ,145,24.1667,56.7981,1372.6225,25873.2871,0.0259,0.00467012,Cylindrospermopsis
MO,2008,9/29/2008,,0-2m,Cyanophyta,Gomphosphaeria lacustris ,12,24,28.399,681.5771,12847.4251,0.0128,0.00231896,Gomphosphaeria
MO,2008,9/29/2008,,0-2m,Cyanophyta,Lyngbya limnetica ,200,22.1111,85.1971,1883.8025,7784.2925,0.0078,0.00140506,Lyngbya
MO,2008,9/29/2008,,0-2m,Cyanophyta,Microcystis aeruginosa ,4,1,6304.5885,6304.5885,221171.8996,0.2212,0.03992146,Microcystis
MO,2008,9/29/2008,,0-2m,Cyanophyta,Microcystis aeruginosa ,32.6,15.7,567.9809,8917.3008,218971.3085,0.219,0.03952425,Microcystis
MO,2008,9/29/2008,,0-2m,Cyanophyta,Oscillatoria limnetica ,65.4,17.45,1050.7647,18335.8449,118549.8009,0.1185,0.0213982,Pseudanabaena
