year,season,researcher,lakename,lakeregloc,lakecountry,lakearea,lakemeandepth,lakemaxdepth,lakeelevation,watershedarea,h2oresidence,lakefetch,stationdistance,stationdepth,stationname,poolstation,stationlat,stationlong,multiplestations,startday,startmonth,startyear,endday,endmonth,endyear,iceduration,periodn,samplenarrat,sampletype,photicdepth,sampledepth,icedepth,snowdepth,icenarrat,sidata,fadata,gutdata,foodwebnarrat,watertemp,airtemp,averadiation,cvradiation,avesecchidepth,cvsecchidepth,avetotphos,cvtotphos,maxtotphos,avetotdissphos,cvtotdissphos,maxtotdissphos,avetotnitro,cvtotnitro,maxtotnitro,avetotdissnitro,cvtotdissnitro,maxtotdissnitro,avetotdoc,cvtotdoc,maxtotdoc,avesuva,cvsuva,maxsuva,avecolor,cvcolor,maxcolor,avechla,cvchla,maxchla,waterchemnarrat,profiles,avephytoppr,maxphytoppr,phytopprunit,phytopprnarrat,phytomethod,avephytomass,cvphytomass,maxphytomass,avephytocount,cvphytocount,maxphytocount,propchloro,propcrypto,propcyano,propdiatom,propdino,propotherphyto,aveciliamass,cvciliamass,maxciliamass,aveciliacount,cvciliacount,maxciliacount,avehnfmass,cvhnfmass,maxhnfmass,avehnfcount,cvhnfcount,maxhnfcount,zoopmethod,avezoopmass,cvzoopmass,maxzoopmass,avezoopcount,cvzoopcount,maxzoopcount,propdaphnia,propothercladoc,propcyclopoid,propcalanoid,proprotifer,propotherzoop,avebactcount,cvbactcount,maxbactcount,avebactprod,cvbactprod,maxbactprod,bactprodunit,bactprodmethod,bactcompnarrat,bensubstrate,avebenalgalmass,cvbenalgalmass,maxbenalgalmass,avebenchla,cvbenchla,maxbenchla,macrophytemass,benamphdens,bengastrodens,benbivalvedens,beninsectdens,benoligodens,fishnarrat
2004,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,1,Jul,2004,15,Sep,2004,NA,11,intake sample,intake,NA,5.5,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,13.72727273,0.463131291,27,NA,NA,NA,535.0909091,0.131326378,680,NA,NA,NA,1.590909091,0.103110798,1.8,NA,NA,NA,NA,NA,NA,1.536363636,0.89967296,5.2,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,25,Jan,2005,28,Feb,2005,NA,5,intake sample,intake,NA,5.5,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,20.6,0.226652768,26,NA,NA,NA,1998,0.176826196,2460,NA,NA,NA,2.08,0.229060178,2.5,NA,NA,NA,NA,NA,NA,0.56,0.544569667,0.9,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,1,Jul,2005,15,Sep,2005,NA,11,intake sample,intake,NA,5.5,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,13,0.833471389,43,NA,NA,NA,563,0.348047076,1117,NA,NA,NA,1.718181818,0.235434873,2.8,NA,NA,NA,NA,NA,NA,1.14,1.277346134,5.2,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,25,Jan,2006,28,Feb,2006,NA,5,intake sample,intake,NA,5.5,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,43,0.624885062,62,NA,NA,NA,2956,0.4248573,4770,NA,NA,NA,2.275,0.395400843,3,NA,NA,NA,NA,NA,NA,1.52,1.059190095,4.2,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,1,Jul,2006,15,Sep,2006,NA,8,intake sample,intake,NA,5.5,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,20.75,0.834226274,54,NA,NA,NA,494.625,0.097133053,545,NA,NA,NA,1.5875,0.070928606,1.8,NA,NA,NA,NA,NA,NA,1.2875,0.774963387,3.5,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,25,Jan,2007,28,Feb,2007,NA,5,intake sample,intake,NA,5.5,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,6.8,0.394600231,11,NA,NA,NA,1380.8,0.209314243,1820,NA,NA,NA,1.88,0.078895729,2.1,NA,NA,NA,NA,NA,NA,0.28,0.391230398,0.4,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,1,Jul,2007,15,Sep,2007,NA,10,intake sample,intake,NA,5.5,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,8.1,0.63872237,18,NA,NA,NA,416.3,0.075283694,450,NA,NA,NA,1.61,0.107381387,2,NA,NA,NA,NA,NA,NA,0.51,1.224334968,2.1,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,25,Jan,2008,28,Feb,2008,NA,5,intake sample,intake,NA,5.5,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,18.4,0.519299095,35,NA,NA,NA,2412.4,0.462922272,3370,NA,NA,NA,2.22,0.216965668,2.6,NA,NA,NA,NA,NA,NA,0.52,0.8958319,1.3,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,1,Jul,2008,15,Sep,2008,NA,11,intake sample,intake,NA,5.5,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,13.18181818,1.456795957,70,NA,NA,NA,554.1818182,0.170008315,722,NA,NA,NA,1.654545455,0.173838374,2.2,NA,NA,NA,NA,NA,NA,1.009090909,0.879087263,2.8,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,25,Jan,2009,28,Feb,2009,NA,5,intake sample,intake,NA,5.5,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,14.6,0.490575468,23,NA,NA,NA,1193.4,0.373923866,1730,NA,NA,NA,1.76,0.11782069,1.9,NA,NA,NA,NA,NA,NA,0.62,1.009837151,1.6,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,1,Jul,2009,15,Sep,2009,NA,10,intake sample,intake,NA,5.5,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,17.2,0.995679025,60,NA,NA,NA,533.8,0.162952002,743,NA,NA,NA,1.63,0.122869684,2,NA,NA,NA,NA,NA,NA,1.04,1.424894889,5.2,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,25,Jan,2010,28,Feb,2010,NA,5,intake sample,intake,NA,5.5,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,5.6,0.27081698,7,NA,NA,NA,1136.6,0.446307324,1830,NA,NA,NA,1.76,0.11782069,2,NA,NA,NA,NA,NA,NA,0.225,0.222222222,0.3,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,1,Jul,2010,15,Sep,2010,NA,11,intake sample,intake,NA,5.5,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,10.63636364,0.6380329,24,NA,NA,NA,735.4545455,0.53284807,1580,NA,NA,NA,1.8,0.312299318,3.1,NA,NA,NA,NA,NA,NA,0.936363636,1.133521652,3.9,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,25,Jan,2011,28,Feb,2011,NA,5,intake sample,intake,NA,5.5,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,11.6,1.189217811,36,NA,NA,NA,1605,0.369322054,2490,NA,NA,NA,2,0.127475488,2.3,NA,NA,NA,NA,NA,NA,0.2,1.67E-08,0.2,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,0.5,NA,Goderich,Goderich,43.746615,-81.724815,yes,1,Jul,2011,15,Sep,2011,NA,10,intake sample,intake,NA,5.5,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,16.1,0.868800808,53,NA,NA,NA,536.8,0.15585027,720,NA,NA,NA,1.55,0.045619792,1.6,NA,NA,NA,NA,NA,NA,1.011111111,1.051849855,3.1,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1976,28,Feb,1976,NA,4,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,15.5,0.783988221,27,NA,NA,NA,442.5,0.282913424,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84375,0.908625335,1.89,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1976,15,Sep,1976,NA,8,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,24.5,0.86497876,60,NA,NA,NA,630.875,0.454378932,1079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.940625,0.393410481,2.7,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1977,28,Feb,1977,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,25,0.640624695,53,NA,NA,NA,669.25,0.440830551,1109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783,0.373784196,1.215,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1977,15,Sep,1977,NA,11,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,22.45454545,0.534176736,50,NA,NA,NA,790.2727273,0.407541148,1288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1978,28,Feb,1978,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,11.4,0.313834102,15,NA,NA,NA,599.8,0.117945823,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.377,0.659126914,2.565,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1978,15,Sep,1978,NA,11,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,12.45454545,0.319887961,19,NA,NA,NA,566.5454545,0.17048068,793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.755,0.891187036,4.59,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1979,28,Feb,1979,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,8.4,0.21626074,11,NA,NA,NA,648,0.071263888,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.215,0.471404521,2.025,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1979,15,Sep,1979,NA,11,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,9.727272727,0.411448532,16,NA,NA,NA,497.1818182,0.133073345,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.595454546,0.490211885,3.24,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1980,28,Feb,1980,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,14.4,0.894189922,37,NA,NA,NA,671,0.334740349,1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.079,0.336160496,3.105,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,iceoff,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,1,Jul,1980,15,Sep,1980,NA,10,intake sample,intake,NA,8.8,0,0,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,15.1,0.502855996,32,NA,NA,NA,626.9,0.266519569,1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4435,0.811755789,6.885,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,iceon,Michelle.Palmer,Lake Huron,Ontario,Canada,59565,59,229,177,134100,7665,295,2.5,NA,GrandBend,GrandBend,43.32783,-81.743851,yes,25,Jan,1981,28,Feb,1981,NA,5,intake sample,intake,NA,8.8,NA,NA,NA,no,no,no,NA,NA,NA,NA,NA,NA,NA,22.4,0.874020042,50,NA,NA,NA,585,0.15285053,702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.485,0.440698169,2.16,Samples analyzed by Ontario Ministry of the Environment and Climate Change using standardized techniques (Chow et al. 2010).,"no, NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
