"lakeid","year4","sampledate","sta","depth_range","division","taxa_name","gald","cells_per_nu","nu_per_ml","cells_per_ml","biovolume_conc","biomass_conc","relative_total_biovolume","genus"
"ME",2007,"2007-07-23",,"0-8m","Chlorophyta","Scenedesmus abundans ",8,4,30.2923,121.1693,158.6106,2e-04,0.003,"Scenedesmus"
"ME",2007,"2007-07-23",,"0-8m","Chlorophyta","Schroederia judayi ",14,1,30.2923,30.2923,399.698,4e-04,0.008,"Schroederia"
"ME",2007,"2007-07-23",,"0-8m","Chlorophyta","Sphaerocystis schroeteri ",60,24,30.2923,727.0156,24362.5264,0.0244,0.463,"Sphaerocystis"
"ME",2007,"2007-07-23",,"0-8m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",8,1,212.0462,212.0462,7105.7324,0.0071,0.135,"Rhodomonas"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Chroococcaceae",0.8,1,54204.8963,54204.8963,14532.3327,0.0145,0.276,
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Anabaena augstumalis",30,7,30.2923,212.0462,10658.6062,0.0107,0.202,"Anabaena"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",147.4667,24.5778,1635.7851,40203.9996,3031307.4376,3.0313,57.581,"Aphanizomenon"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Aphanocapsa delicatissima ",24.4,29,2029.5852,58857.9721,30818.0342,0.0308,0.585,"Aphanocapsa"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Aphanothece nidulans ",28,33.2,787.6002,26148.3281,27382.4977,0.0274,0.52,"Aphanothece"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Coelosphaerium naegelianum ",5,1,1635.7851,1635.7851,26765.5341,0.0268,0.508,"Woronichinia"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Coelosphaerium naegelianum ",120,90,17.5557,1580.0166,27962.5638,0.028,0.531,"Woronichinia"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Cylindrospermopsis raciborskii ",50,8.3333,30.2923,252.435,10706.1894,0.0107,0.203,"Cylindrospermopsis"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Merismopedia warmingiana",12.2857,20,393.8001,7876.0024,1030.9687,0.001,0.02,"Merismopedia"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Microcystis aeruginosa ",4.1,1,9360.326,9360.326,367088.5844,0.3671,6.973,"Microcystis"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Microcystis aeruginosa ",69.75,60.375,787.6002,47551.3648,1586296.2808,1.5863,30.133,"Microcystis"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Microcystis novacekii",60,36,4.3889,158.0017,5294.6866,0.0053,0.101,"Microcystis"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Oscillatoria limnetica ",110,27.5,151.4616,4165.1936,29442.0118,0.0294,0.559,"Pseudanabaena"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Phormidium mucicola",16,4.8333,848.1849,4099.532,10658.6305,0.0107,0.202,"Pseudanabaena"
"ME",2007,"2007-07-23",,"0-8m","Cyanophyta","Synechococcus sp1 ",1.2,1,19710.8714,19710.8714,7925.7414,0.0079,0.151,"Synechococcus"
"MO",2007,"2007-07-23",,"0-2m","Bacillariophyta","Cyclotella meneghiniana ",20,1,37.8654,37.8654,118957.6529,0.119,4.66,"Cyclotella"
"MO",2007,"2007-07-23",,"0-2m","Bacillariophyta","Navicula  ",10,1,37.8654,37.8654,2379.1548,0.0024,0.093,"Navicula"
"MO",2007,"2007-07-23",,"0-2m","Chlorophyta","Chlamydomonas  ",6.25,1,151.4616,151.4616,17183.8319,0.0172,0.673,"Chlamydomonas"
"MO",2007,"2007-07-23",,"0-2m","Chlorophyta","Oocystis parva ",16,3.3333,113.5962,378.6502,55830.789,0.0558,2.187,"Oocystis"
"MO",2007,"2007-07-23",,"0-2m","Chlorophyta","Quadrigula lacustris ",20,2,75.7308,151.4616,1427.4952,0.0014,0.056,"Quadrigula"
"MO",2007,"2007-07-23",,"0-2m","Chlorophyta","Schroederia judayi ",10,1,113.5962,113.5962,1070.6214,0.0011,0.042,"Schroederia"
"MO",2007,"2007-07-23",,"0-2m","Chlorophyta","Sphaerocystis schroeteri ",20,8,37.8654,302.9232,10151.0539,0.0102,0.398,"Sphaerocystis"
"MO",2007,"2007-07-23",,"0-2m","Cryptophyta","Cryptomonas erosa ",20,1,5.4862,5.4862,2872.5514,0.0029,0.113,"Cryptomonas"
"MO",2007,"2007-07-23",,"0-2m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",7,1,189.327,189.327,4733.5153,0.0047,0.185,"Rhodomonas"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Chroococcaceae",0.8,1,30798.2365,30798.2365,8257.0072,0.0083,0.323,
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Anabaena augstumalis",45,27.6667,265.0578,7333.2739,308655.4582,0.3087,12.092,"Anabaena"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Anabaena macrospora ",192,32,5.4862,175.5574,19591.2225,0.0196,0.767,"Anabaena"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Anabaena mendotae",45,15,37.8654,567.9809,23791.5291,0.0238,0.932,"Anabaena"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Aphanizomenon flos-aquae",72.2,12.0333,643.7117,7745.9765,584034.5107,0.584,22.88,"Aphanizomenon"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Aphanocapsa delicatissima ",16,25,908.7695,22719.2378,11895.7929,0.0119,0.466,"Aphanocapsa"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Aphanothece nidulans ",29,25,681.5771,17039.4284,17843.6212,0.0178,0.699,"Aphanothece"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Coelosphaerium naegelianum ",5,1,908.7695,908.7695,14869.7412,0.0149,0.583,"Woronichinia"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Coelosphaerium naegelianum ",100,110,16.4585,1810.4357,29151.111,0.0292,1.142,"Woronichinia"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Cyanogranis ferruginea",4,3,410.6432,1231.9295,495.3999,5e-04,0.019,"Cyanogranis"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Lyngbya limnetica ",76.6667,22.2222,227.1924,5048.7145,11895.7702,0.0119,0.466,"Lyngbya"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Merismopedia warmingiana",22.25,48,492.2502,23628.0073,3092.9062,0.0031,0.121,"Merismopedia"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Microcystis aeruginosa ",4.4,1,7497.3485,7497.3485,358799.8567,0.3588,14.056,"Microcystis"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Microcystis aeruginosa ",39.4545,26.4545,567.9809,15025.6519,923570.9832,0.9236,36.181,"Microcystis"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Oscillatoria limnetica ",60,15,37.8654,567.9809,4014.8225,0.004,0.157,"Pseudanabaena"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Pseudanabaena  ",24,8,37.8654,302.9232,713.7476,7e-04,0.028,"Pseudanabaena"
"MO",2007,"2007-07-23",,"0-2m","Cyanophyta","Synechococcus sp1 ",1.2,1,43117.5311,43117.5311,17337.5593,0.0173,0.679,"Synechococcus"
"ME",2007,"2007-08-06",,"0-8m","Bacillariophyta","Nitzschia palea ",20,1,37.8654,37.8654,7434.8516,0.0074,0.626,"Nitzschia"
"ME",2007,"2007-08-06",,"0-8m","Chlorophyta","Monoraphidium capricornutum",4,1,189.327,189.327,1478.7952,0.0015,0.125,"Monoraphidium"
"ME",2007,"2007-08-06",,"0-8m","Chlorophyta","Scenedesmus acutus ",12,2,37.8654,75.7308,2929.4299,0.0029,0.247,"Scenedesmus"
"ME",2007,"2007-08-06",,"0-8m","Chlorophyta","Tetrastrum staurogeniaeforme ",12,3,37.8654,113.5962,1808.156,0.0018,0.152,"Tetrastrum"
"ME",2007,"2007-08-06",,"0-8m","Chrysophyta","Erkenia subaequiciliata ",4,1,340.7886,340.7886,10306.5027,0.0103,0.868,"Erkenia"
"ME",2007,"2007-08-06",,"0-8m","Cryptophyta","Cryptomonas erosa ",20,1,5.4862,5.4862,2872.5514,0.0029,0.242,"Cryptomonas"
"ME",2007,"2007-08-06",,"0-8m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",7,1,1135.9619,1135.9619,35687.2652,0.0357,3.005,"Rhodomonas"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Chroococcaceae",0.8,1,53383.61,53383.61,14312.1458,0.0143,1.205,
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Anabaena augstumalis",78,15.5,16.4585,255.1069,9617.3012,0.0096,0.81,"Anabaena"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",94.6667,15.7778,113.5962,1792.298,135135.8896,0.1351,11.377,"Aphanizomenon"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Aphanizomenon issatschenkoi",48,4,37.8654,151.4616,12847.4261,0.0128,1.082,"Aphanizomenon"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Aphanocapsa delicatissima ",12,15.6,20942.8008,326707.6929,171062.8915,0.1711,14.402,"Aphanocapsa"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Aphanothece nidulans ",16,16,821.2863,13140.5809,13760.8163,0.0138,1.159,"Aphanothece"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Coelosphaerium naegelianum ",5,1,454.3848,454.3848,7434.8706,0.0074,0.626,"Woronichinia"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Coelosphaerium naegelianum ",120,150,10.9723,1645.8507,29127.6702,0.0291,2.452,"Woronichinia"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Cylindrospermopsis raciborskii ",54.6667,9.1111,113.5962,1034.9862,19509.055,0.0195,1.642,"Cylindrospermopsis"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Gomphosphaeria lacustris ",12,16,37.8654,605.8463,5075.527,0.0051,0.427,"Gomphosphaeria"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Lyngbya limnetica ",160,30,37.8654,1135.9619,3568.7303,0.0036,0.3,"Lyngbya"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Merismopedia warmingiana",10,13.6,10450.8494,142131.5519,18604.6021,0.0186,1.566,"Merismopedia"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Microcystis aeruginosa ",4.2,1,6815.7713,6815.7713,271937.0085,0.2719,22.895,"Microcystis"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Microcystis aeruginosa ",31,28.2,416.5194,11745.846,393607.0884,0.3936,33.138,"Microcystis"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Oscillatoria limnetica ",60,15,37.8654,567.9809,4014.8225,0.004,0.338,"Pseudanabaena"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Phormidium mucicola",11,3.3333,567.9809,1893.2509,4907.0146,0.0049,0.413,"Pseudanabaena"
"ME",2007,"2007-08-06",,"0-8m","Cyanophyta","Synechococcus sp1 ",1.2,1,26691.805,26691.805,10732.7748,0.0107,0.904,"Synechococcus"
"MO",2007,"2007-08-07",,"0-2m","Bacillariophyta","Synedra filiformis",44,1,75.7308,75.7308,29989.3939,0.03,1.394,"Synedra"
"MO",2007,"2007-08-07",,"0-2m","Chlorophyta","Oocystis parva ",12,1,75.7308,75.7308,30453.1617,0.0305,1.415,"Oocystis"
"MO",2007,"2007-08-07",,"0-2m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",8,1,151.4616,151.4616,5075.5232,0.0051,0.236,"Rhodomonas"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Chroococcaceae",0.8,1,28745.0207,28745.0207,7706.5401,0.0077,0.358,
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Anabaena aphanizomenoides ",140,23.3333,10.9723,256.0208,19303.5449,0.0193,0.897,"Anabaena"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Anabaena augstumalis",36,4.5,151.4616,681.5771,31087.5965,0.0311,1.445,"Anabaena"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Aphanizomenon flos-aquae",92,15.3333,208.4744,3196.6008,241018.5447,0.241,11.201,"Aphanizomenon"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Aphanizomenon gracile",100,20,75.7308,1514.6159,95166.1238,0.0952,4.423,"Aphanizomenon"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Aphanocapsa delicatissima ",20.125,29.25,1666.0774,48732.7652,25516.4758,0.0255,1.186,"Aphanocapsa"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Aphanothece nidulans ",20,50,151.4616,7573.0793,7930.5135,0.0079,0.369,"Aphanothece"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Chroococcus minutus ",20,4,151.4616,605.8463,14988.6688,0.015,0.697,"Chroococcus"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Coelosphaerium naegelianum ",5,1,681.5771,681.5771,11152.3059,0.0112,0.518,"Woronichinia"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Cyanocatena planctonica",40,80,75.7308,6058.4634,3046.5816,0.003,0.142,"Cyanocatena"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Cylindrospermopsis raciborskii ",104,17.3333,10.9723,190.1868,8066.1242,0.0081,0.375,"Cylindrospermopsis"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Lyngbya limnetica ",83,21.2667,21583.2759,459005.0545,1081503.4242,1.0815,50.261,"Lyngbya"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Merismopedia warmingiana",20,128,75.7308,9693.5415,1268.8846,0.0013,0.059,"Merismopedia"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Microcystis aeruginosa ",23.3333,8.3333,757.3079,6310.8742,211480.2836,0.2115,9.828,"Microcystis"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Microcystis aeruginosa ",4,1,9314.8875,9314.8875,312144.675,0.3121,14.506,"Microcystis"
"MO",2007,"2007-08-07",,"0-2m","Cyanophyta","Synechococcus sp1 ",1.2,1,36957.8838,36957.8838,14860.7651,0.0149,0.691,"Synechococcus"
"ME",2007,"2007-08-20",,"0-8m","Bacillariophyta","Nitzschia palea ",20,1,340.7886,340.7886,96355.6842,0.0964,8.615,"Nitzschia"
"ME",2007,"2007-08-20",,"0-8m","Chlorophyta","Monoraphidium arcuatum",24,1,28.399,28.399,813.3402,8e-04,0.073,"Monoraphidium"
"ME",2007,"2007-08-20",,"0-8m","Chlorophyta","Monoraphidium capricornutum",4,1,85.1971,85.1971,665.4578,7e-04,0.059,"Monoraphidium"
"ME",2007,"2007-08-20",,"0-8m","Chlorophyta","Quadrigula lacustris ",20,2,28.399,56.7981,428.2463,4e-04,0.038,"Quadrigula"
"ME",2007,"2007-08-20",,"0-8m","Chlorophyta","Scenedesmus acutus ",12,2,28.399,56.7981,2197.0724,0.0022,0.196,"Scenedesmus"
"ME",2007,"2007-08-20",,"0-8m","Chlorophyta","Scenedesmus quadricauda ",12,1,28.399,28.399,951.6606,0.001,0.085,"Scenedesmus"
"ME",2007,"2007-08-20",,"0-8m","Chlorophyta","Sphaerocystis schroeteri ",24,5,5.4862,27.4308,919.2164,9e-04,0.082,"Sphaerocystis"
"ME",2007,"2007-08-20",,"0-8m","Chrysophyta","Erkenia subaequiciliata ",4,1,28.399,28.399,858.8752,9e-04,0.077,"Erkenia"
"ME",2007,"2007-08-20",,"0-8m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",8,1,283.9905,283.9905,8921.8163,0.0089,0.798,"Rhodomonas"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Chroococcaceae",0.8,1,57490.0415,57490.0415,15413.0801,0.0154,1.378,
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",93.3333,15.5556,16.4585,256.0219,19303.5454,0.0193,1.726,"Aphanizomenon"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Aphanocapsa delicatissima ",24,23,1277.9571,29393.0139,15390.1821,0.0154,1.376,"Aphanocapsa"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Aphanocapsa incerta",30,30,28.399,851.9714,3568.7294,0.0036,0.319,"Aphanocapsa"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Aphanothece nidulans ",27,26.5,766.7743,20319.5183,21278.5229,0.0213,1.902,"Aphanothece"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Coelosphaerium naegelianum ",5,1,56.7981,56.7981,929.3588,9e-04,0.083,"Woronichinia"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Cylindrospermopsis raciborskii ",63,5.4167,113.5962,615.3165,22482.9918,0.0225,2.01,"Cylindrospermopsis"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Lyngbya limnetica ",112,28,28.399,795.1733,2498.1108,0.0025,0.223,"Lyngbya"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Merismopedia tenuissima ",8,8,28.399,227.1924,237.9159,2e-04,0.021,"Merismopedia"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Microcystis aeruginosa ",4.5,1,5878.6028,5878.6028,300107.9631,0.3001,26.831,"Microcystis"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Microcystis aeruginosa ",52.5714,33,283.9905,9371.6856,572356.245,0.5724,51.171,"Microcystis"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Oscillatoria limnetica",124,31,28.399,880.3705,6222.9725,0.0062,0.556,"Oscillatoria"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Phormidium mucicola",11.25,3.75,1703.9428,6389.7856,15055.5277,0.0151,1.346,"Pseudanabaena"
"ME",2007,"2007-08-20",,"0-8m","Cyanophyta","Synechococcus sp1 ",1.2,1,28745.0207,28745.0207,11558.3728,0.0116,1.033,"Synechococcus"
"MO",2007,"2007-08-20",,"0-2m","Bacillariophyta","Aulacoseira granulata ",60,2,10.9723,21.9447,33091.7904,0.0331,1.625,"Aulacoseira"
"MO",2007,"2007-08-20",,"0-2m","Bacillariophyta","Cyclotella ocellata ",8,1,75.7308,75.7308,15226.5771,0.0152,0.748,"Cyclotella"
"MO",2007,"2007-08-20",,"0-2m","Chlorophyta","Ankistrodesmus falcatus ",80,16,10.9723,175.5574,2941.4928,0.0029,0.144,"Ankistrodesmus"
"MO",2007,"2007-08-20",,"0-2m","Chlorophyta","Monomastix astigmata",4,1,75.7308,75.7308,713.7476,7e-04,0.035,"Monomastix"
"MO",2007,"2007-08-20",,"0-2m","Chlorophyta","Oocystis parva ",12,4,75.7308,302.9232,15226.5771,0.0152,0.748,"Oocystis"
"MO",2007,"2007-08-20",,"0-2m","Chrysophyta","Erkenia subaequiciliata ",4,1,75.7308,75.7308,2290.3339,0.0023,0.112,"Erkenia"
"MO",2007,"2007-08-20",,"0-2m","Cryptophyta","Cryptomonas erosa ",14,1,75.7308,75.7308,27756.782,0.0278,1.363,"Cryptomonas"
"MO",2007,"2007-08-20",,"0-2m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",8,1,984.5003,984.5003,32990.9006,0.033,1.62,"Rhodomonas"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Chroococcaceae",0.8,1,57490.0415,57490.0415,15413.0801,0.0154,0.757,
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Anabaena augstumalis",70,20,75.7308,1514.6159,76132.893,0.0761,3.739,"Anabaena"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Anabaena mendotae",60,16,10.9723,175.5574,13788.2466,0.0138,0.677,"Anabaena"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Aphanizomenon gracile",76.4,12.7333,454.3848,5785.8174,320329.1668,0.3203,15.732,"Aphanizomenon"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Aphanizomenon issatschenkoi",91,15.1667,302.9232,4594.3449,253141.8677,0.2531,12.433,"Aphanizomenon"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Aphanocapsa delicatissima ",34,38.4,833.0387,31988.6869,16749.2431,0.0167,0.823,"Aphanocapsa"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Aphanothece nidulans ",26,24,151.4616,3635.0781,6978.85,0.007,0.343,"Aphanothece"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Coelosphaerium naegelianum ",5,1,227.1924,227.1924,3717.4353,0.0037,0.183,"Woronichinia"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Cyanogranis ferruginea",3.6,5,821.2863,4106.4315,1307.8984,0.0013,0.064,"Cyanogranis"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Cylindrospermopsis raciborskii ",87.2,10.9,757.3079,8254.6564,207462.1592,0.2075,10.189,"Cylindrospermopsis"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Lyngbya limnetica ",71.6,17.9333,4771.0399,85560.4906,201597.4302,0.2016,9.901,"Lyngbya"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Microcystis aeruginosa ",4.4,1,10450.8494,10450.8494,500145.2548,0.5001,24.564,"Microcystis"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Microcystis aeruginosa ",52,46,75.7308,3483.6165,116737.1086,0.1167,5.733,"Microcystis"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Oscillatoria limnetica ",87.6,21.9,1060.2311,23219.0611,164125.8946,0.1641,8.061,"Pseudanabaena"
"MO",2007,"2007-08-20",,"0-2m","Cyanophyta","Synechococcus sp1 ",1.2,1,20532.1577,20532.1577,8255.9806,0.0083,0.405,"Synechococcus"
"ME",2007,"2007-09-04",,"0-8m","Bacillariophyta","Nitzschia palea ",16,1,37.8654,37.8654,8564.952,0.0086,0.725,"Nitzschia"
"ME",2007,"2007-09-04",,"0-8m","Chlorophyta","Monoraphidium capricornutum",4,1,37.8654,37.8654,295.759,3e-04,0.025,"Monoraphidium"
"ME",2007,"2007-09-04",,"0-8m","Cryptophyta","Cryptomonas erosa ",12,1,75.7308,75.7308,11895.7626,0.0119,1.006,"Cryptomonas"
"ME",2007,"2007-09-04",,"0-8m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",8,1,416.5194,416.5194,13085.3306,0.0131,1.107,"Rhodomonas"
"ME",2007,"2007-09-04",,"0-8m","Cyanophyta","Chroococcaceae",0.8,1,52014.7994,52014.7994,13945.1677,0.0139,1.18,
"ME",2007,"2007-09-04",,"0-8m","Cyanophyta","Anabaena lemmermannii",24,8,7.3149,58.5191,2941.4928,0.0029,0.249,"Anabaena"
"ME",2007,"2007-09-04",,"0-8m","Cyanophyta","Aphanizomenon flos-aquae",78,13,75.7308,984.5003,74229.5737,0.0742,6.28,"Aphanizomenon"
"ME",2007,"2007-09-04",,"0-8m","Cyanophyta","Aphanocapsa delicatissima ",13.5,9.5,908.7695,8633.3104,4520.4013,0.0045,0.382,"Aphanocapsa"
"ME",2007,"2007-09-04",,"0-8m","Cyanophyta","Aphanothece nidulans ",27.4545,27,6020.598,162556.1467,170228.1948,0.1702,14.402,"Aphanothece"
"ME",2007,"2007-09-04",,"0-8m","Cyanophyta","Chroococcus minutus ",14,3.3333,113.5962,378.6502,12371.5906,0.0124,1.047,"Chroococcus"
"ME",2007,"2007-09-04",,"0-8m","Cyanophyta","Coelosphaerium naegelianum ",120,150,7.3149,1097.2338,25852.9614,0.0259,2.187,"Woronichinia"
"ME",2007,"2007-09-04",,"0-8m","Cyanophyta","Microcystis aeruginosa ",4.2727,1,9314.8875,9314.8875,417227.784,0.4172,35.3,"Microcystis"
"ME",2007,"2007-09-04",,"0-8m","Cyanophyta","Microcystis aeruginosa ",28.7692,12.5385,833.0387,10445.056,368603.9727,0.3686,31.186,"Microcystis"
"ME",2007,"2007-09-04",,"0-8m","Cyanophyta","Phormidium mucicola",14.1667,4,2839.9047,11359.6189,31598.2,0.0316,2.673,"Pseudanabaena"
"ME",2007,"2007-09-04",,"0-8m","Cyanophyta","Rhabdoderma lineare",30,16,75.7308,1211.6927,1268.8846,0.0013,0.107,"Rhabdoderma"
"ME",2007,"2007-09-04",,"0-8m","Cyanophyta","Synechococcus sp1 ",1.2,1,62965.2835,62965.2835,25318.3405,0.0253,2.142,"Synechococcus"
"MO",2007,"2007-09-04",,"0-2m","Bacillariophyta","Cyclotella ocellata ",11.6667,1,605.8463,605.8463,507869.8411,0.5079,16.429,"Cyclotella"
"MO",2007,"2007-09-04",,"0-2m","Chlorophyta","Ankistrodesmus falcatus ",40,4,50.4872,201.9488,3383.6821,0.0034,0.109,"Ankistrodesmus"
"MO",2007,"2007-09-04",,"0-2m","Chlorophyta","Chlamydomonas  ",6,1,50.4872,50.4872,5335.6483,0.0053,0.173,"Chlamydomonas"
"MO",2007,"2007-09-04",,"0-2m","Chlorophyta","Oocystis parva ",20,4,50.4872,201.9488,45679.7388,0.0457,1.478,"Oocystis"
"MO",2007,"2007-09-04",,"0-2m","Chlorophyta","Schroederia judayi ",20,1,50.4872,50.4872,1015.1056,0.001,0.033,"Schroederia"
"MO",2007,"2007-09-04",,"0-2m","Chlorophyta","Sphaerocystis schroeteri ",34,20,14.6298,292.5957,15412.1947,0.0154,0.499,"Sphaerocystis"
"MO",2007,"2007-09-04",,"0-2m","Chrysophyta","Erkenia subaequiciliata ",4,1,605.8463,605.8463,18322.6715,0.0183,0.593,"Erkenia"
"MO",2007,"2007-09-04",,"0-2m","Chrysophyta","Mallomonas  ",16,1,50.4872,50.4872,15226.5796,0.0152,0.493,"Mallomonas"
"MO",2007,"2007-09-04",,"0-2m","Cryptophyta","Cryptomonas erosa ",16,1,50.4872,50.4872,30453.1592,0.0305,0.985,"Cryptomonas"
"MO",2007,"2007-09-04",,"0-2m","Cryptophyta","Rhodomonas minuta var. nannoplanctica",6,1,201.9488,201.9488,6767.3642,0.0068,0.219,"Rhodomonas"
"MO",2007,"2007-09-04",,"0-2m","Cyanophyta","Chroococcaceae",0.8,1,46539.5574,46539.5574,12477.2553,0.0125,0.404,
"MO",2007,"2007-09-04",,"0-2m","Cyanophyta","Anabaena aphanizomenoides ",100,25,14.6298,365.7446,18018.4804,0.018,0.583,"Anabaena"
"MO",2007,"2007-09-04",,"0-2m","Cyanophyta","Anabaena macrospora ",88,17.6,7.3149,128.7421,8291.8717,0.0083,0.268,"Anabaena"
"MO",2007,"2007-09-04",,"0-2m","Cyanophyta","Aphanizomenon gracile",170,28.3333,100.9744,2860.9377,73753.7445,0.0738,2.386,"Aphanizomenon"
"MO",2007,"2007-09-04",,"0-2m","Cyanophyta","Aphanizomenon issatschenkoi",194.2857,32.381,353.4104,11443.7811,465520.9344,0.4655,15.059,"Aphanizomenon"
"MO",2007,"2007-09-04",,"0-2m","Cyanophyta","Aphanocapsa delicatissima ",24,29.2,1590.3466,46438.1221,24314.9689,0.0243,0.787,"Aphanocapsa"
"MO",2007,"2007-09-04",,"0-2m","Cyanophyta","Aphanothece nidulans ",46.25,66.5,656.3335,43646.1802,45706.1487,0.0457,1.479,"Aphanothece"
"MO",2007,"2007-09-04",,"0-2m","Cyanophyta","Cylindrospermopsis raciborskii ",121,12.975,252.436,3275.3568,215908.1368,0.2159,6.984,"Cylindrospermopsis"
